Target.node	Source.node	Relationship	layer
P48454	P0DP25	stimulates>	bindingprot-tf
P42684	P12931	stimulates>	bindingprot-tf
P08651	P45983	inhibits>	bindingprot-tf
P04150	P31749	inhibits>	bindingprot-tf
Q8WYK2	P45984	inhibits>	bindingprot-tf
P17676	P00519	stimulates>	bindingprot-tf
P01106	O60674	stimulates>	bindingprot-tf
P17096	P49841	inhibits>	bindingprot-tf
P31749	P18031	inhibits>	bindingprot-tf
P49768	P17252	stimulates>	bindingprot-tf
P16298	P0DP23	stimulates>	bindingprot-tf
P17676	P05771	inhibits>	bindingprot-tf
P18847	P15336	stimulates>	bindingprot-tf
Q15648	P28482	stimulates>	bindingprot-tf
Q15788	P49137	inhibits>	bindingprot-tf
P29350	P43405	inhibits>	bindingprot-tf
P42229	Q06124	stimulates>	bindingprot-tf
P41240	Q9NWQ8	stimulates>	bindingprot-tf
P20823	P35222	stimulates>	bindingprot-tf
P43405	P29353	inhibits>	bindingprot-tf
P15336	P05771	inhibits>	bindingprot-tf
P20823	Q13315	stimulates>	bindingprot-tf
Q9UJU2	P36402	stimulates>	bindingprot-tf
O15111	P12931	stimulates>	bindingprot-tf
P19525	P51812	stimulates>	bindingprot-tf
P00519	Q13177	stimulates>	bindingprot-tf
Q13469	P51812	inhibits>	bindingprot-tf
P24752	P11362	stimulates>	bindingprot-tf
P10599	P17252	inhibits>	bindingprot-tf
P43354	P78527	inhibits>	bindingprot-tf
O15105	P35222	stimulates>	bindingprot-tf
P46531	Q13627	inhibits>	bindingprot-tf
P35222	Q9Y297	stimulates>	bindingprot-tf
O75626	Q01892	inhibits>	bindingprot-tf
Q02078	P45983	inhibits>	bindingprot-tf
Q9C004	P08069	inhibits>	bindingprot-tf
P04049	P17252	stimulates>	bindingprot-tf
P78504	P46531	inhibits>	bindingprot-tf
Q14469	P46531	stimulates>	bindingprot-tf
Q12857	P49841	inhibits>	bindingprot-tf
Q01844	Q16539	inhibits>	bindingprot-tf
P19419	P49841	inhibits>	bindingprot-tf
P17861	Q09472	stimulates>	bindingprot-tf
Q14814	P11802	inhibits>	bindingprot-tf
P08047	P31749	inhibits>	bindingprot-tf
Q13547	P37231	inhibits>	bindingprot-tf
O14920	P67775	inhibits>	bindingprot-tf
P17844	P17252	inhibits>	bindingprot-tf
Q13485	Q09472	stimulates>	bindingprot-tf
P35222	O15111	inhibits>	bindingprot-tf
P04626	Q14451	inhibits>	bindingprot-tf
O60674	P35568	stimulates>	bindingprot-tf
Q06124	Q13480	inhibits>	bindingprot-tf
Q13469	P49023	inhibits>	bindingprot-tf
Q15796	P45983	inhibits>	bindingprot-tf
P40763	Q9UBE8	stimulates>	bindingprot-tf
Q16236	Q05655	stimulates>	bindingprot-tf
P41235	Q9Y478	inhibits>	bindingprot-tf
Q8IW41	P45983	inhibits>	bindingprot-tf
Q16665	Q00987	inhibits>	bindingprot-tf
P38398	Q15717	inhibits>	bindingprot-tf
P29597	P17181	inhibits>	bindingprot-tf
Q09472	P35222	inhibits>	bindingprot-tf
P00519	P29323	inhibits>	bindingprot-tf
Q15717	Q00534	inhibits>	bindingprot-tf
Q16236	Q13618	inhibits>	bindingprot-tf
P12931	P19174	inhibits>	bindingprot-tf
P11473	P19793	inhibits>	bindingprot-tf
P04637	Q13627	stimulates>	bindingprot-tf
Q9NWQ8	Q06124	inhibits>	bindingprot-tf
O60674	Q06124	inhibits>	bindingprot-tf
P41240	P12931	inhibits>	bindingprot-tf
P67775	P56945	inhibits>	bindingprot-tf
P15336	P27361	stimulates>	bindingprot-tf
Q92769	P24385	inhibits>	bindingprot-tf
P49023	Q05655	inhibits>	bindingprot-tf
Q01196	P49841	inhibits>	bindingprot-tf
P42229	P17706	stimulates>	bindingprot-tf
P10827	P31749	stimulates>	bindingprot-tf
P48436	O75925	stimulates>	bindingprot-tf
Q92793	O15111	stimulates>	bindingprot-tf
P23443	P67775	inhibits>	bindingprot-tf
Q92908	P49840	inhibits>	bindingprot-tf
Q04206	P67775	inhibits>	bindingprot-tf
P42229	Q96EB6	inhibits>	bindingprot-tf
Q13485	Q9UBE8	inhibits>	bindingprot-tf
P04150	Q15596	stimulates>	bindingprot-tf
P01106	P28482	stimulates>	bindingprot-tf
P46531	P78504	stimulates>	bindingprot-tf
Q96JC1	Q04771	stimulates>	bindingprot-tf
P04637	P07384	inhibits>	bindingprot-tf
Q15853	P78347	stimulates>	bindingprot-tf
P41240	P06756	stimulates>	bindingprot-tf
Q16665	Q09472	stimulates>	bindingprot-tf
Q12888	P78527	inhibits>	bindingprot-tf
P41240	P26006	stimulates>	bindingprot-tf
Q9BXK1	P45983	inhibits>	bindingprot-tf
P35222	Q05513	inhibits>	bindingprot-tf
P36894	Q13873	stimulates>	bindingprot-tf
Q15788	P49841	inhibits>	bindingprot-tf
P42229	P24394	stimulates>	bindingprot-tf
P04150	P27361	inhibits>	bindingprot-tf
P16220	O00141	stimulates>	bindingprot-tf
P36956	Q8N6T7	stimulates>	bindingprot-tf
P42229	P04150	stimulates>	bindingprot-tf
P53350	P67775	inhibits>	bindingprot-tf
P41743	P06213	stimulates>	bindingprot-tf
Q16659	Q13153	inhibits>	bindingprot-tf
Q01130	Q16539	inhibits>	bindingprot-tf
P23469	P00533	inhibits>	bindingprot-tf
Q13263	Q05655	inhibits>	bindingprot-tf
Q01201	O15111	inhibits>	bindingprot-tf
P17096	Q03135	stimulates>	bindingprot-tf
P16333	P00533	stimulates>	bindingprot-tf
P35222	Q92793	stimulates>	bindingprot-tf
Q13469	P16298	stimulates>	bindingprot-tf
P29353	P12931	stimulates>	bindingprot-tf
P56524	P67775	stimulates>	bindingprot-tf
P31751	P78527	inhibits>	bindingprot-tf
P63098	P0DP23	stimulates>	bindingprot-tf
Q9H6Z4	P51812	inhibits>	bindingprot-tf
Q16236	P15692	inhibits>	bindingprot-tf
P35222	P05412	stimulates>	bindingprot-tf
Q00613	P27361	inhibits>	bindingprot-tf
P22681	P27986	inhibits>	bindingprot-tf
P06213	P0DP25	inhibits>	bindingprot-tf
P16591	P06213	inhibits>	bindingprot-tf
P19174	P11362	stimulates>	bindingprot-tf
P17252	P43405	stimulates>	bindingprot-tf
P46531	P49840	inhibits>	bindingprot-tf
P36402	Q92793	inhibits>	bindingprot-tf
Q92793	P42224	inhibits>	bindingprot-tf
P00533	P12931	stimulates>	bindingprot-tf
Q15418	O15530	stimulates>	bindingprot-tf
P10586	P78536	inhibits>	bindingprot-tf
O00141	O15530	stimulates>	bindingprot-tf
Q16236	P17252	stimulates>	bindingprot-tf
P84022	P01106	stimulates>	bindingprot-tf
Q13263	P78527	stimulates>	bindingprot-tf
P00519	P18031	inhibits>	bindingprot-tf
P00519	Q09472	inhibits>	bindingprot-tf
P84022	P11802	inhibits>	bindingprot-tf
P98172	Q14118	inhibits>	bindingprot-tf
P00533	P12830	stimulates>	bindingprot-tf
Q14653	O14920	stimulates>	bindingprot-tf
P07355	P08069	inhibits>	bindingprot-tf
O60716	P00533	inhibits>	bindingprot-tf
O14543	P23458	stimulates>	bindingprot-tf
P04626	P12931	inhibits>	bindingprot-tf
Q13043	P45983	stimulates>	bindingprot-tf
P78545	P41743	inhibits>	bindingprot-tf
P22681	P46108	stimulates>	bindingprot-tf
P51532	P16220	stimulates>	bindingprot-tf
P41182	P28482	inhibits>	bindingprot-tf
Q92993	P42771	inhibits>	bindingprot-tf
P00533	P18031	inhibits>	bindingprot-tf
P63000	P0DP24	stimulates>	bindingprot-tf
P04049	P78527	inhibits>	bindingprot-tf
P35222	P16220	stimulates>	bindingprot-tf
P00533	P04899	inhibits>	bindingprot-tf
Q16665	P09874	stimulates>	bindingprot-tf
Q00987	P12931	inhibits>	bindingprot-tf
Q99697	P35222	stimulates>	bindingprot-tf
P40763	Q16539	stimulates>	bindingprot-tf
P40763	P45984	stimulates>	bindingprot-tf
P84022	O95405	stimulates>	bindingprot-tf
Q08209	P0DP23	stimulates>	bindingprot-tf
P10244	P49841	inhibits>	bindingprot-tf
P35222	P04626	stimulates>	bindingprot-tf
O15530	P08069	stimulates>	bindingprot-tf
Q8N6T7	P45983	inhibits>	bindingprot-tf
P12931	P31943	stimulates>	bindingprot-tf
Q12772	P28482	stimulates>	bindingprot-tf
P04637	O14965	inhibits>	bindingprot-tf
Q9UBN7	P45983	inhibits>	bindingprot-tf
P05412	P27361	inhibits>	bindingprot-tf
P04637	P17844	stimulates>	bindingprot-tf
Q02447	P28482	stimulates>	bindingprot-tf
P18846	P17612	stimulates>	bindingprot-tf
Q9NP71	Q13131	inhibits>	bindingprot-tf
Q05209	Q14511	inhibits>	bindingprot-tf
P35222	P25054	inhibits>	bindingprot-tf
P07384	P12931	inhibits>	bindingprot-tf
P07948	P43405	inhibits>	bindingprot-tf
P15336	Q99986	stimulates>	bindingprot-tf
P67809	P31749	stimulates>	bindingprot-tf
P16220	Q92793	inhibits>	bindingprot-tf
Q03060	P17252	inhibits>	bindingprot-tf
P15923	Q16539	stimulates>	bindingprot-tf
P49841	P17252	inhibits>	bindingprot-tf
O15530	P51812	inhibits>	bindingprot-tf
P55317	P00519	inhibits>	bindingprot-tf
Q15797	P36894	stimulates>	bindingprot-tf
O43293	P53355	stimulates>	bindingprot-tf
P04637	Q14978	stimulates>	bindingprot-tf
P11274	P06213	inhibits>	bindingprot-tf
O95819	P45983	inhibits>	bindingprot-tf
Q13761	Q13153	inhibits>	bindingprot-tf
P09341	Q9NPG1	stimulates>	bindingprot-tf
P17861	P28066	inhibits>	bindingprot-tf
P07384	Q14247	inhibits>	bindingprot-tf
Q13322	P12931	inhibits>	bindingprot-tf
Q9BTC8	P16220	stimulates>	bindingprot-tf
P56945	P12931	stimulates>	bindingprot-tf
Q14469	Q06330	stimulates>	bindingprot-tf
Q16236	P38398	stimulates>	bindingprot-tf
P15923	P49137	stimulates>	bindingprot-tf
O75925	O15111	inhibits>	bindingprot-tf
Q16236	O15379	inhibits>	bindingprot-tf
P35222	Q9H1A4	inhibits>	bindingprot-tf
P27361	Q02750	stimulates>	bindingprot-tf
Q92569	P08069	stimulates>	bindingprot-tf
Q06413	P84022	stimulates>	bindingprot-tf
Q01196	Q16539	inhibits>	bindingprot-tf
P42224	P27361	inhibits>	bindingprot-tf
Q16665	P42224	inhibits>	bindingprot-tf
P98082	P17252	inhibits>	bindingprot-tf
P15036	Q16539	stimulates>	bindingprot-tf
P49840	P17252	inhibits>	bindingprot-tf
P20226	P52657	stimulates>	bindingprot-tf
O14920	P17252	stimulates>	bindingprot-tf
O75469	Q12778	stimulates>	bindingprot-tf
P01106	O15169	stimulates>	bindingprot-tf
P10586	P56945	inhibits>	bindingprot-tf
P00519	Q13315	stimulates>	bindingprot-tf
P46531	Q8IZL2	stimulates>	bindingprot-tf
P40763	P29350	inhibits>	bindingprot-tf
P56945	P18031	inhibits>	bindingprot-tf
Q00653	O15111	stimulates>	bindingprot-tf
P17252	P15311	inhibits>	bindingprot-tf
P45983	P46108	stimulates>	bindingprot-tf
Q15788	Q16539	inhibits>	bindingprot-tf
P31260	P08069	inhibits>	bindingprot-tf
P04637	Q12888	stimulates>	bindingprot-tf
P37231	Q9Y618	inhibits>	bindingprot-tf
P10828	P19793	inhibits>	bindingprot-tf
P04637	Q00987	inhibits>	bindingprot-tf
Q01130	Q9UBN7	stimulates>	bindingprot-tf
Q9Y478	P51812	inhibits>	bindingprot-tf
P10827	P24468	stimulates>	bindingprot-tf
O75444	P49841	stimulates>	bindingprot-tf
P52657	Q06330	stimulates>	bindingprot-tf
P17535	P28482	stimulates>	bindingprot-tf
P08047	P67775	stimulates>	bindingprot-tf
P19838	Q09472	inhibits>	bindingprot-tf
O60674	P08069	inhibits>	bindingprot-tf
P18031	P12931	inhibits>	bindingprot-tf
O00560	P12931	inhibits>	bindingprot-tf
Q16236	P78527	inhibits>	bindingprot-tf
P04150	P43354	stimulates>	bindingprot-tf
P00519	Q14511	inhibits>	bindingprot-tf
Q02750	O15530	stimulates>	bindingprot-tf
O14640	Q13467	stimulates>	bindingprot-tf
Q13127	P49841	inhibits>	bindingprot-tf
P51812	P45983	inhibits>	bindingprot-tf
O15169	P67775	stimulates>	bindingprot-tf
Q13671	P0DP23	stimulates>	bindingprot-tf
Q13485	O15198	stimulates>	bindingprot-tf
P31943	P08069	inhibits>	bindingprot-tf
P15941	P00533	stimulates>	bindingprot-tf
P41235	P17612	inhibits>	bindingprot-tf
P23443	P45983	stimulates>	bindingprot-tf
Q15418	P67775	inhibits>	bindingprot-tf
Q9UIW2	Q8NFY4	stimulates>	bindingprot-tf
P35222	P31751	stimulates>	bindingprot-tf
Q15797	P49841	stimulates>	bindingprot-tf
P24468	P22736	stimulates>	bindingprot-tf
P60709	P17252	stimulates>	bindingprot-tf
Q99814	P27361	inhibits>	bindingprot-tf
P04637	Q09472	stimulates>	bindingprot-tf
Q9UJU2	P35222	stimulates>	bindingprot-tf
P17612	P05556	stimulates>	bindingprot-tf
P05412	P41240	inhibits>	bindingprot-tf
Q05209	P17252	stimulates>	bindingprot-tf
P56945	P67775	inhibits>	bindingprot-tf
P56945	P11362	stimulates>	bindingprot-tf
P49715	Q00534	inhibits>	bindingprot-tf
Q13705	P12643	stimulates>	bindingprot-tf
P08047	Q09472	inhibits>	bindingprot-tf
Q13485	Q9Y297	inhibits>	bindingprot-tf
P40763	Q12778	inhibits>	bindingprot-tf
Q13523	P78527	inhibits>	bindingprot-tf
Q13153	Q15118	stimulates>	bindingprot-tf
P40763	Q13233	stimulates>	bindingprot-tf
Q06413	P46531	stimulates>	bindingprot-tf
P42229	P27361	stimulates>	bindingprot-tf
P29353	Q05655	stimulates>	bindingprot-tf
P12931	Q05655	inhibits>	bindingprot-tf
P41235	O75469	inhibits>	bindingprot-tf
P19419	Q16539	stimulates>	bindingprot-tf
P19419	P45984	stimulates>	bindingprot-tf
Q13133	P19793	stimulates>	bindingprot-tf
P33076	P49841	stimulates>	bindingprot-tf
Q15796	P27361	stimulates>	bindingprot-tf
Q04206	P19838	stimulates>	bindingprot-tf
P07948	Q14289	inhibits>	bindingprot-tf
Q13485	P05412	stimulates>	bindingprot-tf
P41240	Q05397	inhibits>	bindingprot-tf
P05412	Q04206	stimulates>	bindingprot-tf
Q07869	P27361	stimulates>	bindingprot-tf
O14640	Q15797	stimulates>	bindingprot-tf
P15923	P35222	stimulates>	bindingprot-tf
Q9P0J1	P24752	inhibits>	bindingprot-tf
P15336	Q16539	stimulates>	bindingprot-tf
P15336	P45984	stimulates>	bindingprot-tf
P01116	P17252	stimulates>	bindingprot-tf
P53355	Q92859	stimulates>	bindingprot-tf
P40763	P14618	stimulates>	bindingprot-tf
P53355	P51812	inhibits>	bindingprot-tf
P10244	Q16539	inhibits>	bindingprot-tf
P19838	Q04206	inhibits>	bindingprot-tf
Q15910	Q13315	inhibits>	bindingprot-tf
P22681	P00533	inhibits>	bindingprot-tf
O43524	P67775	stimulates>	bindingprot-tf
P19838	O14920	inhibits>	bindingprot-tf
P35222	Q9H6Z4	stimulates>	bindingprot-tf
P43268	Q15831	stimulates>	bindingprot-tf
Q14653	P49840	inhibits>	bindingprot-tf
P46937	P12931	inhibits>	bindingprot-tf
P33076	Q92793	inhibits>	bindingprot-tf
Q9UQE7	P78527	inhibits>	bindingprot-tf
P04899	P08069	inhibits>	bindingprot-tf
P04637	P67775	stimulates>	bindingprot-tf
P12931	P51812	inhibits>	bindingprot-tf
P63000	P12931	stimulates>	bindingprot-tf
P07384	P17252	stimulates>	bindingprot-tf
P45983	P67775	inhibits>	bindingprot-tf
P46531	P35222	stimulates>	bindingprot-tf
P19838	O15111	inhibits>	bindingprot-tf
Q92793	Q05655	inhibits>	bindingprot-tf
Q12778	P35222	stimulates>	bindingprot-tf
P29353	P08581	stimulates>	bindingprot-tf
O75376	P17612	inhibits>	bindingprot-tf
P15336	Q09472	inhibits>	bindingprot-tf
Q04206	O15379	inhibits>	bindingprot-tf
P67775	P17252	inhibits>	bindingprot-tf
P28482	O60674	inhibits>	bindingprot-tf
P49841	O75581	inhibits>	bindingprot-tf
P40763	Q92793	stimulates>	bindingprot-tf
P04083	P08069	inhibits>	bindingprot-tf
P41182	Q9Y618	stimulates>	bindingprot-tf
P35222	P19793	inhibits>	bindingprot-tf
P09467	P51812	inhibits>	bindingprot-tf
P25490	Q16236	inhibits>	bindingprot-tf
Q02078	Q15796	stimulates>	bindingprot-tf
Q08345	O14672	inhibits>	bindingprot-tf
O14920	P78527	inhibits>	bindingprot-tf
P05412	Q13526	stimulates>	bindingprot-tf
P67775	O60674	inhibits>	bindingprot-tf
Q03060	P49840	inhibits>	bindingprot-tf
P04637	P09874	stimulates>	bindingprot-tf
Q06546	Q14145	inhibits>	bindingprot-tf
P12931	P56945	inhibits>	bindingprot-tf
P41240	P05556	stimulates>	bindingprot-tf
Q01196	Q09472	inhibits>	bindingprot-tf
P46531	O14672	stimulates>	bindingprot-tf
P29350	P18031	inhibits>	bindingprot-tf
P12931	Q06124	stimulates>	bindingprot-tf
P42771	Q15910	inhibits>	bindingprot-tf
Q13469	Q05513	stimulates>	bindingprot-tf
P42224	P22607	stimulates>	bindingprot-tf
P00519	P17252	stimulates>	bindingprot-tf
Q99626	P49841	inhibits>	bindingprot-tf
Q06124	P23458	stimulates>	bindingprot-tf
O15530	P05556	inhibits>	bindingprot-tf
Q13671	O15530	inhibits>	bindingprot-tf
Q9HBY8	Q15118	inhibits>	bindingprot-tf
P04637	Q13526	stimulates>	bindingprot-tf
P42345	P51812	inhibits>	bindingprot-tf
P04637	Q92569	stimulates>	bindingprot-tf
P29466	P42224	stimulates>	bindingprot-tf
P05412	O14640	stimulates>	bindingprot-tf
Q12778	Q13153	inhibits>	bindingprot-tf
Q92934	P45983	inhibits>	bindingprot-tf
P11362	P08069	inhibits>	bindingprot-tf
P51812	P22607	inhibits>	bindingprot-tf
Q99081	Q02535	inhibits>	bindingprot-tf
P23443	P78527	inhibits>	bindingprot-tf
P17096	Q13315	stimulates>	bindingprot-tf
Q13485	O14980	stimulates>	bindingprot-tf
P46531	Q9ULJ6	stimulates>	bindingprot-tf
P22681	Q96JA1	stimulates>	bindingprot-tf
P29353	P45983	stimulates>	bindingprot-tf
P61925	P21860	inhibits>	bindingprot-tf
P62993	P04626	stimulates>	bindingprot-tf
P60484	P61586	inhibits>	bindingprot-tf
P37231	P12931	stimulates>	bindingprot-tf
P01100	Q16539	stimulates>	bindingprot-tf
Q13485	P45983	stimulates>	bindingprot-tf
P01100	P45984	stimulates>	bindingprot-tf
P29353	P23458	stimulates>	bindingprot-tf
P35398	P17252	inhibits>	bindingprot-tf
O60675	Q13547	inhibits>	bindingprot-tf
P10914	P42224	stimulates>	bindingprot-tf
P10586	P35568	inhibits>	bindingprot-tf
P31943	P21860	inhibits>	bindingprot-tf
P00519	P29353	inhibits>	bindingprot-tf
Q00613	P17612	stimulates>	bindingprot-tf
P46531	Q9NR61	stimulates>	bindingprot-tf
Q13315	P67775	inhibits>	bindingprot-tf
Q9Y6Q9	P49841	inhibits>	bindingprot-tf
Q12968	P05771	inhibits>	bindingprot-tf
P19838	Q92793	stimulates>	bindingprot-tf
Q13131	P51812	inhibits>	bindingprot-tf
P15923	P16220	stimulates>	bindingprot-tf
Q02750	P67775	inhibits>	bindingprot-tf
P08069	P08581	inhibits>	bindingprot-tf
P84022	P06730	stimulates>	bindingprot-tf
P42224	P00533	stimulates>	bindingprot-tf
P07384	Q05397	inhibits>	bindingprot-tf
P48454	P0DP23	stimulates>	bindingprot-tf
Q14186	P01106	stimulates>	bindingprot-tf
Q9Y618	Q96EB6	stimulates>	bindingprot-tf
Q13188	P67775	inhibits>	bindingprot-tf
Q13555	P67775	inhibits>	bindingprot-tf
O60674	P18031	stimulates>	bindingprot-tf
Q14247	P08069	stimulates>	bindingprot-tf
P15336	Q13315	stimulates>	bindingprot-tf
P41182	P04637	stimulates>	bindingprot-tf
P45983	Q05655	stimulates>	bindingprot-tf
Q05655	O15530	stimulates>	bindingprot-tf
P22681	P17252	stimulates>	bindingprot-tf
P01106	P10242	stimulates>	bindingprot-tf
P35222	O15169	stimulates>	bindingprot-tf
Q12968	P49841	inhibits>	bindingprot-tf
P23246	P49840	inhibits>	bindingprot-tf
Q02078	Q09472	stimulates>	bindingprot-tf
P62993	O60674	stimulates>	bindingprot-tf
P40763	O60674	stimulates>	bindingprot-tf
P04637	O60341	inhibits>	bindingprot-tf
P16220	P31749	stimulates>	bindingprot-tf
P28482	P23469	inhibits>	bindingprot-tf
Q9UJU2	Q13485	stimulates>	bindingprot-tf
P17252	P05556	inhibits>	bindingprot-tf
Q9NZC7	P06213	inhibits>	bindingprot-tf
Q96AE4	P06213	inhibits>	bindingprot-tf
P01100	Q15717	stimulates>	bindingprot-tf
P05412	P53004	stimulates>	bindingprot-tf
P40763	Q05655	inhibits>	bindingprot-tf
Q16236	P49841	inhibits>	bindingprot-tf
Q07869	P49840	inhibits>	bindingprot-tf
P17252	P35568	inhibits>	bindingprot-tf
Q13330	Q16539	inhibits>	bindingprot-tf
P51692	O60674	stimulates>	bindingprot-tf
P31749	Q14164	inhibits>	bindingprot-tf
P61978	Q05655	inhibits>	bindingprot-tf
P19419	Q92793	stimulates>	bindingprot-tf
P04626	P98172	inhibits>	bindingprot-tf
Q02078	Q9UBE8	inhibits>	bindingprot-tf
P12830	O60716	stimulates>	bindingprot-tf
P84022	Q16539	stimulates>	bindingprot-tf
Q06330	Q96T58	inhibits>	bindingprot-tf
Q15797	P28482	inhibits>	bindingprot-tf
P00533	Q9UJM3	inhibits>	bindingprot-tf
Q14653	P45984	inhibits>	bindingprot-tf
P46108	P18031	inhibits>	bindingprot-tf
P36507	Q15118	inhibits>	bindingprot-tf
P78347	O60674	stimulates>	bindingprot-tf
P06400	P67775	stimulates>	bindingprot-tf
Q16236	P31749	inhibits>	bindingprot-tf
P46531	P53350	inhibits>	bindingprot-tf
P63000	Q13153	inhibits>	bindingprot-tf
P04637	Q92934	stimulates>	bindingprot-tf
P00519	P78527	inhibits>	bindingprot-tf
Q92794	P31749	inhibits>	bindingprot-tf
Q05655	P12931	stimulates>	bindingprot-tf
P18846	Q13315	inhibits>	bindingprot-tf
Q13485	Q96JC1	inhibits>	bindingprot-tf
P38398	O14965	stimulates>	bindingprot-tf
P15923	P49674	stimulates>	bindingprot-tf
Q15796	O15105	stimulates>	bindingprot-tf
P00519	P46109	inhibits>	bindingprot-tf
Q15831	P78527	inhibits>	bindingprot-tf
Q04721	Q9Y219	stimulates>	bindingprot-tf
P78536	P46531	inhibits>	bindingprot-tf
P38398	P49841	inhibits>	bindingprot-tf
P17861	Q96EB6	inhibits>	bindingprot-tf
P43405	P06213	inhibits>	bindingprot-tf
P25054	O14640	inhibits>	bindingprot-tf
P62993	Q05397	inhibits>	bindingprot-tf
P15692	Q16236	inhibits>	bindingprot-tf
Q99626	Q16539	inhibits>	bindingprot-tf
O75581	Q9ULT6	inhibits>	bindingprot-tf
P40763	P28482	stimulates>	bindingprot-tf
O60341	P78347	stimulates>	bindingprot-tf
Q06124	P06213	stimulates>	bindingprot-tf
P06730	O00443	inhibits>	bindingprot-tf
P52630	Q14164	inhibits>	bindingprot-tf
Q04864	P51812	inhibits>	bindingprot-tf
P06213	P35568	inhibits>	bindingprot-tf
Q92878	P78527	inhibits>	bindingprot-tf
Q05655	P18031	inhibits>	bindingprot-tf
Q04206	P11309	stimulates>	bindingprot-tf
P54646	P17252	inhibits>	bindingprot-tf
P16298	P0DP24	stimulates>	bindingprot-tf
P42229	P12931	stimulates>	bindingprot-tf
P23443	Q15118	stimulates>	bindingprot-tf
Q04206	P25963	inhibits>	bindingprot-tf
Q9UBK2	P31751	inhibits>	bindingprot-tf
P46531	Q9Y219	stimulates>	bindingprot-tf
P11474	P45983	inhibits>	bindingprot-tf
P14921	P49841	inhibits>	bindingprot-tf
P29353	P06213	stimulates>	bindingprot-tf
P00519	P62993	inhibits>	bindingprot-tf
Q99717	P36894	stimulates>	bindingprot-tf
O15530	P42336	stimulates>	bindingprot-tf
P04150	P19793	stimulates>	bindingprot-tf
P29353	P62993	inhibits>	bindingprot-tf
Q9Y618	Q06330	stimulates>	bindingprot-tf
P00519	O94875	inhibits>	bindingprot-tf
P10828	P27361	inhibits>	bindingprot-tf
P42229	P18031	inhibits>	bindingprot-tf
Q03181	P00533	inhibits>	bindingprot-tf
P23458	P17181	stimulates>	bindingprot-tf
Q13177	P12931	stimulates>	bindingprot-tf
Q03060	P23443	stimulates>	bindingprot-tf
P37231	Q13133	inhibits>	bindingprot-tf
Q01130	P08651	inhibits>	bindingprot-tf
P63000	P11274	inhibits>	bindingprot-tf
P09211	P00533	stimulates>	bindingprot-tf
P46531	Q96J02	stimulates>	bindingprot-tf
P40763	P62136	inhibits>	bindingprot-tf
P63000	Q05397	stimulates>	bindingprot-tf
P00533	Q06124	inhibits>	bindingprot-tf
P78347	P28482	stimulates>	bindingprot-tf
Q05397	P16144	stimulates>	bindingprot-tf
P10588	P24468	stimulates>	bindingprot-tf
P15336	P17252	stimulates>	bindingprot-tf
Q14847	P78527	inhibits>	bindingprot-tf
P01106	P67775	stimulates>	bindingprot-tf
P60484	P21802	inhibits>	bindingprot-tf
Q05655	P67775	inhibits>	bindingprot-tf
P60484	P29353	inhibits>	bindingprot-tf
Q9UBS0	O15530	stimulates>	bindingprot-tf
Q09472	P12004	inhibits>	bindingprot-tf
P05412	P01112	inhibits>	bindingprot-tf
P62993	P35568	stimulates>	bindingprot-tf
Q06546	P28482	stimulates>	bindingprot-tf
P17181	P08069	inhibits>	bindingprot-tf
P19838	P10599	stimulates>	bindingprot-tf
Q05195	P23443	inhibits>	bindingprot-tf
P31269	O14744	stimulates>	bindingprot-tf
P38398	P42685	inhibits>	bindingprot-tf
P26358	Q13131	inhibits>	bindingprot-tf
Q9NWQ8	P12931	inhibits>	bindingprot-tf
Q9NQB0	P49792	stimulates>	bindingprot-tf
P05412	Q06413	stimulates>	bindingprot-tf
P04637	P49841	stimulates>	bindingprot-tf
P23469	P08069	inhibits>	bindingprot-tf
P14921	P08069	inhibits>	bindingprot-tf
Q9NQB0	P84022	stimulates>	bindingprot-tf
P24468	P37231	inhibits>	bindingprot-tf
P10828	P28702	stimulates>	bindingprot-tf
Q8N726	P53355	stimulates>	bindingprot-tf
P16144	P11362	inhibits>	bindingprot-tf
Q16236	Q16539	inhibits>	bindingprot-tf
P31749	P17252	inhibits>	bindingprot-tf
P29350	P17252	stimulates>	bindingprot-tf
P25963	O15111	inhibits>	bindingprot-tf
Q96ST3	Q9BXK1	stimulates>	bindingprot-tf
P22681	P06213	stimulates>	bindingprot-tf
Q15562	P46937	stimulates>	bindingprot-tf
P10588	Q16539	inhibits>	bindingprot-tf
P46108	P00533	inhibits>	bindingprot-tf
P25963	P12931	inhibits>	bindingprot-tf
P04150	P45983	inhibits>	bindingprot-tf
P22681	P62993	inhibits>	bindingprot-tf
P23458	O60674	stimulates>	bindingprot-tf
P08581	O14672	inhibits>	bindingprot-tf
P01100	P51812	stimulates>	bindingprot-tf
Q92934	P17252	inhibits>	bindingprot-tf
P35222	P49789	inhibits>	bindingprot-tf
P49023	Q9UBE8	inhibits>	bindingprot-tf
P43405	P19174	inhibits>	bindingprot-tf
P08069	P06213	inhibits>	bindingprot-tf
P42229	P29597	stimulates>	bindingprot-tf
O14965	Q14511	inhibits>	bindingprot-tf
P01106	Q13526	stimulates>	bindingprot-tf
P41743	P12931	inhibits>	bindingprot-tf
P24468	P10588	stimulates>	bindingprot-tf
P46108	Q13153	inhibits>	bindingprot-tf
P60484	Q05397	inhibits>	bindingprot-tf
P08069	P18031	stimulates>	bindingprot-tf
O00482	P17612	inhibits>	bindingprot-tf
P16989	P49841	inhibits>	bindingprot-tf
